Algoritmo,Arquivo,Execucao,Parametros,Tempo_Inicio,Tempo_Termino,Tempo_Total,Melhor_Fitness
BRKGA,art_7_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:41.391390,2026-04-28 11:59:44.628776,0:05:03.237386,95.97422296543492
BRKGA,art_7_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:44.206235,2026-04-28 11:59:47.571803,0:05:03.365568,127.10168080848852
BRKGA,art_7_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:46.585736,2026-04-28 11:59:51.363668,0:05:04.777932,248.05947828637872
BRKGA,art_8_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:46.953690,2026-04-28 11:59:58.262903,0:05:11.309213,401.7153851777523
BRKGA,art_8_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:47.794142,2026-04-28 11:59:58.568159,0:05:10.774017,399.936387499428
BRKGA,art_8_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:50.121672,2026-04-28 11:59:58.586658,0:05:08.464986,242.78424207792617
BRKGA,art_8_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:53.832079,2026-04-28 11:59:55.866790,0:05:02.034711,119.2610770190159
BRKGA,art_8_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:55:02.076331,2026-04-28 12:00:07.549463,0:05:05.473132,207.08433946409562
BRKGA,art_8_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:55:02.507765,2026-04-28 12:00:05.335627,0:05:02.827862,89.58559215929067
BRKGA,art_9_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:55:04.642406,2026-04-28 12:00:12.625587,0:05:07.983181,292.54459985020804
BRKGA,art_9_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:55:14.875112,2026-04-28 12:00:20.700505,0:05:05.825393,184.78069331972216
BRKGA,art_9_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:57:54.760256,2026-04-28 12:02:57.995226,0:05:03.234970,136.1390980725152
BRKGA,art_9_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:58:58.859769,2026-04-28 12:04:00.846150,0:05:01.986381,95.3281292453846
BRKGA,art_9_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:59:38.722772,2026-04-28 12:04:44.228619,0:05:05.505847,213.64577462486872
BRKGA,art_9_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:59:40.967734,2026-04-28 12:04:46.095231,0:05:05.127497,245.18559310209292
BRKGA,blaz_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:59:47.512984,2026-04-28 12:04:55.557381,0:05:08.044397,63.50645869716966
BRKGA,blaz_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:59:50.572477,2026-04-28 12:04:57.483081,0:05:06.910604,64.0146243537442
BRKGA,blaz_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:59:55.105171,2026-04-28 12:05:00.565533,0:05:05.460362,26.837499999999995
BRKGA,blaz_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:59:59.057094,2026-04-28 12:05:04.053512,0:05:04.996418,26.742500000000007
BRKGA,dagli_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:00:03.031754,2026-04-28 12:05:10.516895,0:05:07.485141,93.03005088093094
BRKGA,dagli_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:00:03.643476,2026-04-28 12:05:10.735545,0:05:07.092069,94.62407567046823
BRKGA,dagli_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:00:04.393621,2026-04-28 12:05:08.558533,0:05:04.164912,92.25499999999998
BRKGA,dagli_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:00:07.988840,2026-04-28 12:05:12.119882,0:05:04.131042,92.60499999999992
BRKGA,dighe1_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:00:11.288664,2026-04-28 12:05:13.258601,0:05:01.969937,102.0362894768191
BRKGA,dighe1_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:00:17.193180,2026-04-28 12:05:19.270303,0:05:02.077123,102.65946132355695
BRKGA,dighe1_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:00:24.452167,2026-04-28 12:05:25.616953,0:05:01.164786,99.21249999999999
BRKGA,dighe1_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:03:01.378670,2026-04-28 12:07:45.873772,0:04:44.495102,99.24749999999997
BRKGA,dighe2_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:04:03.642170,2026-04-28 12:09:05.249814,0:05:01.607644,78.15098674431641
BRKGA,dighe2_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:04:48.030224,2026-04-28 12:09:24.131693,0:04:36.101469,78.35349718906373
BRKGA,dighe2_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:04:49.875950,2026-04-28 12:08:33.622315,0:03:43.746365,78.935
BRKGA,dighe2_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:00.099142,2026-04-28 12:08:07.061690,0:03:06.962548,78.9125
BRKGA,fu_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:02.033637,2026-04-28 12:09:52.055948,0:04:50.022311,32.341402561063845
BRKGA,fu_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:04.691421,2026-04-28 12:09:33.379379,0:04:28.687958,32.42431197620783
BRKGA,fu_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:08.065695,2026-04-28 12:08:35.263276,0:03:27.197581,27.595000000000006
BRKGA,fu_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:12.607093,2026-04-28 12:08:48.359809,0:03:35.752716,27.727500000000003
BRKGA,han100_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.350891,2026-04-28 10:56:49.581813,0:05:35.230922,34374.47942092129
BRKGA,han100_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.353349,2026-04-28 10:56:46.611555,0:05:32.258206,35884.55854251455
BRKGA,han100_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.356622,2026-04-28 10:56:34.973040,0:05:20.616418,32199.19000000001
BRKGA,han100_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.375517,2026-04-28 10:56:26.910454,0:05:12.534937,31878.70750000003
BRKGA,han120_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.366151,2026-04-28 10:56:46.937696,0:05:32.571545,38780.159682247504
BRKGA,han120_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.366470,2026-04-28 10:56:42.962096,0:05:28.595626,39988.77590552002
BRKGA,han120_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.367801,2026-04-28 10:56:40.257996,0:05:25.890195,36835.982500000006
BRKGA,han120_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.371087,2026-04-28 10:56:30.123325,0:05:15.752238,36958.80250000004
BRKGA,han150_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.365988,2026-04-28 10:57:07.032379,0:05:52.666391,52916.667013189886
BRKGA,han150_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.365822,2026-04-28 10:57:07.116937,0:05:52.751115,56425.54045997583
BRKGA,han150_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.376381,2026-04-28 10:56:55.264444,0:05:40.888063,50252.49499999999
BRKGA,han150_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.387572,2026-04-28 10:56:44.264852,0:05:29.877280,50252.84250000003
BRKGA,han80_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.406558,2026-04-28 10:56:31.628149,0:05:17.221591,22541.465294684003
BRKGA,han80_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.383094,2026-04-28 10:56:32.294494,0:05:17.911400,23413.01078319453
BRKGA,han80_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:51:14.380819,2026-04-28 10:56:23.361601,0:05:08.980782,21480.88500000004
BRKGA,han80_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:56:29.259942,2026-04-28 11:01:38.082905,0:05:08.822963,21234.252500000013
BRKGA,han_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:56:34.048996,2026-04-28 11:01:39.806002,0:05:05.757006,86.37596414111664
BRKGA,han_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:56:37.931204,2026-04-28 11:01:43.273231,0:05:05.342027,85.22974303003676
BRKGA,han_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:56:39.670602,2026-04-28 11:01:43.468606,0:05:03.798004,63.657500000000006
BRKGA,han_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 10:56:40.122124,2026-04-28 11:01:45.115364,0:05:04.993240,62.64000000000002
BRKGA,jakobs1_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:14.895909,2026-04-28 12:10:19.572079,0:05:04.676170,45.36239829452159
BRKGA,jakobs1_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:15.097156,2026-04-28 12:10:19.838560,0:05:04.741404,45.721193436786386
BRKGA,jakobs1_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:16.030030,2026-04-28 12:10:21.232121,0:05:05.202091,28.827499999999997
BRKGA,jakobs1_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:16.226071,2026-04-28 12:10:22.171322,0:05:05.945251,28.675000000000015
BRKGA,jakobs2_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:21.963249,2026-04-28 12:10:28.258631,0:05:06.295382,70.57573996373982
BRKGA,jakobs2_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:05:28.079635,2026-04-28 12:10:33.420970,0:05:05.341335,71.50193683252436
BRKGA,jakobs2_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:07:48.339946,2026-04-28 12:12:52.641732,0:05:04.301786,52.305
BRKGA,jakobs2_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:08:09.364239,2026-04-28 12:13:14.297698,0:05:04.933459,51.47250000000003
BRKGA,jotika40_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:08:35.919140,2026-04-28 12:13:42.613157,0:05:06.694017,12643.43577675353
BRKGA,jotika40_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:08:37.482866,2026-04-28 12:13:45.508219,0:05:08.025353,13002.785705266688
BRKGA,jotika40_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:08:50.653178,2026-04-28 12:13:56.052997,0:05:05.399819,11657.070000000007
BRKGA,jotika40_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:09:07.741119,2026-04-28 12:14:11.522826,0:05:03.781707,11455.725000000004
BRKGA,jotika50_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:09:26.563787,2026-04-28 12:14:34.726834,0:05:08.163047,16664.32611574992
BRKGA,jotika50_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:09:35.780763,2026-04-28 12:14:48.976964,0:05:13.196201,17247.18977864162
BRKGA,jotika50_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:09:54.544398,2026-04-28 12:15:00.398245,0:05:05.853847,15790.020000000008
BRKGA,jotika50_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:10:23.286792,2026-04-28 12:15:29.872614,0:05:06.585822,15749.465000000006
BRKGA,jotika60_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:10:23.459337,2026-04-28 12:15:33.232798,0:05:09.773461,19820.84897685091
BRKGA,jotika60_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:10:25.244793,2026-04-28 12:15:34.391103,0:05:09.146310,20536.597100682142
BRKGA,jotika60_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:10:25.891854,2026-04-28 12:15:34.877802,0:05:08.985948,18993.599999999995
BRKGA,jotika60_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:10:32.096129,2026-04-28 12:15:39.244661,0:05:07.148532,19088.61749999999
BRKGA,jotika70_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:10:37.193454,2026-04-28 12:15:52.259272,0:05:15.065818,22849.90957866021
BRKGA,jotika70_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:12:56.124953,2026-04-28 12:18:10.923471,0:05:14.798518,23805.673822357378
BRKGA,jotika70_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:13:17.642338,2026-04-28 12:18:26.095636,0:05:08.453298,22232.379999999997
BRKGA,jotika70_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:13:46.981573,2026-04-28 12:18:58.108502,0:05:11.126929,22274.84249999999
BRKGA,mao_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:13:50.055446,2026-04-28 12:18:58.096431,0:05:08.040985,2847.2573909369103
BRKGA,mao_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:13:59.726571,2026-04-28 12:19:04.563766,0:05:04.837195,2935.8132184276465
BRKGA,mao_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:14:15.108148,2026-04-28 12:19:20.646905,0:05:05.538757,2536.180000000002
BRKGA,mao_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:14:40.404332,2026-04-28 12:19:44.451049,0:05:04.046717,2533.117499999998
BRKGA,marques_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:14:54.550729,2026-04-28 12:20:01.039083,0:05:06.488354,138.15035296229556
BRKGA,marques_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:15:04.771814,2026-04-28 12:20:10.771282,0:05:05.999468,138.53608164453794
BRKGA,marques_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:15:33.870106,2026-04-28 12:20:38.047212,0:05:04.177106,117.39249999999997
BRKGA,marques_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:15:39.650052,2026-04-28 12:20:43.134841,0:05:03.484789,113.49749999999996
BRKGA,poly1a_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:15:39.895200,2026-04-28 12:20:20.705078,0:04:40.809878,19.10798160289782
BRKGA,poly1a_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:15:40.708919,2026-04-28 12:20:24.167790,0:04:43.458871,19.1303786202256
BRKGA,poly1a_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:15:43.739301,2026-04-28 12:20:44.790297,0:05:01.050996,19.8325
BRKGA,poly1a_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:15:58.622812,2026-04-28 12:21:00.494439,0:05:01.871627,19.905
BRKGA,poly2a_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:18:17.373420,2026-04-28 12:23:21.793378,0:05:04.419958,4705.073893953642
BRKGA,poly2a_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:18:31.527351,2026-04-28 12:23:36.531869,0:05:05.004518,4773.088990253641
BRKGA,poly2a_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:19:02.836533,2026-04-28 12:24:07.331317,0:05:04.494784,4304.424999999999
BRKGA,poly2a_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:19:03.282388,2026-04-28 12:24:06.957049,0:05:03.674661,4275.247500000002
BRKGA,poly2b_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:19:09.118182,2026-04-28 12:24:14.978853,0:05:05.860671,68.77416104574593
BRKGA,poly2b_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:19:24.698743,2026-04-28 12:24:29.580473,0:05:04.881730,70.00283107601415
BRKGA,poly2b_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:19:48.468708,2026-04-28 12:24:53.882560,0:05:05.413852,46.21
BRKGA,poly2b_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:20:05.243767,2026-04-28 12:25:10.531418,0:05:05.287651,46.05499999999998
BRKGA,poly3a_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:20:14.994274,2026-04-28 12:25:26.127807,0:05:11.133533,7730.48023800486
BRKGA,poly3a_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:20:23.156637,2026-04-28 12:25:29.544019,0:05:06.387382,7939.676939618303
BRKGA,poly3a_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:20:26.600135,2026-04-28 12:25:31.720744,0:05:05.120609,6956.880000000002
BRKGA,poly3a_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:20:41.969069,2026-04-28 12:25:48.584610,0:05:06.615541,7083.337500000004
BRKGA,poly3b_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:20:46.765864,2026-04-28 12:25:53.300927,0:05:06.535063,100.57692437068286
BRKGA,poly3b_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:20:47.334197,2026-04-28 12:25:54.074002,0:05:06.739805,102.02062979867321
BRKGA,poly3b_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:21:03.119284,2026-04-28 12:26:09.314272,0:05:06.194988,68.95499999999998
BRKGA,poly3b_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:23:25.941344,2026-04-28 12:28:34.559307,0:05:08.617963,69.57749999999999
BRKGA,poly4a_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:23:40.758149,2026-04-28 12:28:55.416907,0:05:14.658758,11336.415097689636
BRKGA,poly4a_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:24:10.374095,2026-04-28 12:29:25.297555,0:05:14.923460,11910.794077825874
BRKGA,poly4a_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:24:10.879897,2026-04-28 12:29:21.239619,0:05:10.359722,9654.117500000011
BRKGA,poly4a_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:24:18.876486,2026-04-28 12:29:26.476362,0:05:07.599876,9824.432500000008
BRKGA,poly4b_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:24:33.481218,2026-04-28 12:29:42.626759,0:05:09.145541,133.81329671707425
BRKGA,poly4b_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:24:57.382134,2026-04-28 12:30:07.026733,0:05:09.644599,135.8334541133316
BRKGA,poly4b_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:25:14.012123,2026-04-28 12:30:21.580859,0:05:07.568736,94.86750000000004
BRKGA,poly4b_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:25:31.235266,2026-04-28 12:30:44.000924,0:05:12.765658,95.3725
BRKGA,poly5a_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:25:34.697632,2026-04-28 12:31:00.434920,0:05:25.737288,13562.347004300722
BRKGA,poly5a_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:25:36.201404,2026-04-28 12:31:02.481842,0:05:26.280438,14226.108377663964
BRKGA,poly5a_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:25:52.832758,2026-04-28 12:31:07.159512,0:05:14.326754,12448.60250000001
BRKGA,poly5a_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:25:58.253829,2026-04-28 12:31:13.911459,0:05:15.657630,12742.077499999998
BRKGA,poly5b_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:25:58.889927,2026-04-28 12:31:12.277931,0:05:13.388004,173.11133888707388
BRKGA,poly5b_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:26:13.649074,2026-04-28 12:31:28.128109,0:05:14.479035,174.38484763032662
BRKGA,poly5b_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:28:38.911995,2026-04-28 12:33:53.254956,0:05:14.342961,117.72000000000001
BRKGA,poly5b_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:29:02.844942,2026-04-28 12:34:20.136498,0:05:17.291556,119.42750000000004
BRKGA,shapes0_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:29:26.582716,2026-04-28 12:34:33.548131,0:05:06.965415,119.46978470727927
BRKGA,shapes0_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:29:31.688376,2026-04-28 12:34:38.882558,0:05:07.194182,122.28737979340804
BRKGA,shapes0_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:29:32.858291,2026-04-28 12:34:49.507186,0:05:16.648895,116.12999999999997
BRKGA,shapes0_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:29:48.542705,2026-04-28 12:35:09.324013,0:05:20.781308,117.33249999999998
BRKGA,shapes1_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:30:12.838463,2026-04-28 12:35:29.832650,0:05:16.994187,95.27663591104618
BRKGA,shapes1_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:30:26.854699,2026-04-28 12:35:44.267650,0:05:17.412951,97.11735750202884
BRKGA,shapes1_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:30:49.221673,2026-04-28 12:36:03.338442,0:05:14.116769,116.89750000000008
BRKGA,shapes1_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:31:09.573271,2026-04-28 12:36:27.222268,0:05:17.648997,116.3149999999998
BRKGA,shirts_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:31:11.677721,2026-04-28 12:36:44.868607,0:05:33.190886,319.5296338872269
BRKGA,shirts_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:31:13.661266,2026-04-28 12:36:46.094297,0:05:32.433031,327.5015806844514
BRKGA,shirts_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:31:19.352917,2026-04-28 12:36:54.016902,0:05:34.663985,158.9400000000001
BRKGA,shirts_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:31:20.157419,2026-04-28 12:36:42.083822,0:05:21.926403,163.34499999999983
BRKGA,swim_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:31:34.844285,2026-04-28 12:38:31.261234,0:06:56.416949,26105.56367705166
BRKGA,swim_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:33:59.537251,2026-04-28 12:41:01.831469,0:07:02.294218,28170.028627162774
BRKGA,swim_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 12:34:26.198039,2026-04-28 12:40:17.405063,0:05:51.207024,19366.557499999995
